index,label,phoneme1,phoneme2,phoneme3,phoneme4,phoneme5,phoneme6,phoneme7
2193,EHTHAH,EH,TH,AH,,,,
2194,AOYOY,AO,Y,OY,,,,
2195,AWKUW,AW,K,UW,,,,
2196,AXRJHAXR,AXR,JH,AXR,,,,
2197,ERFIY,ER,F,IY,,,,
2198,UHJHOY,UH,JH,OY,,,,
2199,IXMAY,IX,M,AY,,,,
2200,IXDIH,IX,D,IH,,,,
2201,EHTHOY,EH,TH,OY,,,,
2202,AWZOY,AW,Z,OY,,,,
2203,UHDHAO,UH,DH,AO,,,,
2204,AXDUX,AX,D,UX,,,,
2205,IXWHAE,IX,WH,AE,,,,
2206,UXWUX,UX,W,UX,,,,
2207,AHTEY,AH,T,EY,,,,
2208,AHTHIY,AH,TH,IY,,,,
2209,OYVAO,OY,V,AO,,,,
2210,OWPIH,OW,P,IH,,,,
2211,AADXIY,AA,DX,IY,,,,
2212,UWGUW,UW,G,UW,,,,
2213,EYTAO,EY,T,AO,,,,
2214,IXWHEY,IX,WH,EY,,,,
2215,OYDIX,OY,D,IX,,,,
2216,ERNAW,ER,N,AW,,,,
2217,IYDUX,IY,D,UX,,,,
2218,UHRAH,UH,R,AH,,,,
2219,AYTAH,AY,T,AH,,,,
2220,UHDAX,UH,D,AX,,,,
2221,OYNGIH,OY,NG,IH,,,,
2222,AWWAX,AW,W,AX,,,,
2223,AWWHUW,AW,WH,UW,,,,
2224,AWYAA,AW,Y,AA,,,,
2225,UHKEY,UH,K,EY,,,,
2226,ERIHR,ER,IH,R,,,,
2227,AYEYQ,AY,EY,Q,,,,
2228,EHAOTH,EH,AO,TH,,,,
2229,ERUXHH,ER,UX,HH,,,,
2230,AYAADX,AY,AA,DX,,,,
2231,EHAECH,EH,AE,CH,,,,
2232,AXAHN,AX,AH,N,,,,
2233,AAAXRR,AA,AXR,R,,,,
2234,EROYHH,ER,OY,HH,,,,
2235,AWAYK,AW,AY,K,,,,
2236,AWUXS,AW,UX,S,,,,
2237,AXAOK,AX,AO,K,,,,
2238,OWAWR,OW,AW,R,,,,
2239,AYIXCH,AY,IX,CH,,,,
2240,AYUHW,AY,UH,W,,,,
2241,AYAXRT,AY,AXR,T,,,,
2242,OWEYD,OW,EY,D,,,,
2243,AWIXM,AW,IX,M,,,,
2244,UHIYZ,UH,IY,Z,,,,
2245,UXAOEL,UX,AO,EL,,,,
2246,AXRIHY,AXR,IH,Y,,,,
2247,AAUWEL,AA,UW,EL,,,,
2248,AAEHY,AA,EH,Y,,,,
2249,AOAXRM,AO,AXR,M,,,,
2250,OYAOZ,OY,AO,Z,,,,
2251,AXIHEN,AX,IH,EN,,,,
2252,AEUWF,AE,UW,F,,,,
2253,AHAXB,AH,AX,B,,,,
2254,EYAWZH,EY,AW,ZH,,,,
2255,AWAWF,AW,AW,F,,,,
2256,OWAYN,OW,AY,N,,,,
2257,ERAET,ER,AE,T,,,,
2258,EYUWS,EY,UW,S,,,,
2259,AEIYB,AE,IY,B,,,,
2260,AXIYDX,AX,IY,DX,,,,
2261,UXIYT,UX,IY,T,,,,
2262,EYOYY,EY,OY,Y,,,,
2263,UXIHS,UX,IH,S,,,,
2264,AXREHTH,AXR,EH,TH,,,,
2265,OWIHTH,OW,IH,TH,,,,
2266,UHOYZH,UH,OY,ZH,,,,
2267,EYERCH,EY,ER,CH,,,,
2268,OYUHNX,OY,UH,NX,,,,
2269,AOEYNG,AO,EY,NG,,,,
2270,AHAXRCH,AH,AXR,CH,,,,
2271,IXUXN,IX,UX,N,,,,
2272,OWAHL,OW,AH,L,,,,
2273,EYERG,EY,ER,G,,,,
2274,IHEYY,IH,EY,Y,,,,
2275,OYAET,OY,AE,T,,,,
2276,IXUWF,IX,UW,F,,,,
2277,EHUXEM,EH,UX,EM,,,,
2278,ERAXR,ER,AX,R,,,,
2279,UWOYZH,UW,OY,ZH,,,,
2280,IYAWEN,IY,AW,EN,,,,
2281,OWEYW,OW,EY,W,,,,
2282,AXREHT,AXR,EH,T,,,,
2283,EHEHD,EH,EH,D,,,,
2284,AAIXEL,AA,IX,EL,,,,
2285,EHOYSH,EH,OY,SH,,,,
2286,IXUWDX,IX,UW,DX,,,,
2287,IYOWDH,IY,OW,DH,,,,
2288,AHAXRM,AH,AXR,M,,,,
2289,UHOWG,UH,OW,G,,,,
2290,IYEYNX,IY,EY,NX,,,,
2291,UXAXRDH,UX,AXR,DH,,,,
2292,AXERW,AX,ER,W,,,,
2293,EREREM,ER,ER,EM,,,,
2294,AOUWTH,AO,UW,TH,,,,
2295,EHAOM,EH,AO,M,,,,
2296,UWAYJH,UW,AY,JH,,,,
2297,AOEYHH,AO,EY,HH,,,,
2298,AEAAP,AE,AA,P,,,,
2299,UXAOR,UX,AO,R,,,,
2300,UHEHEL,UH,EH,EL,,,,
2301,EHAXRL,EH,AXR,L,,,,
2302,EHAYDH,EH,AY,DH,,,,
2303,AHUWEM,AH,UW,EM,,,,
2304,IXUHHH,IX,UH,HH,,,,
2305,EHUHWH,EH,UH,WH,,,,
2306,EYOYS,EY,OY,S,,,,
2307,EHAEDH,EH,AE,DH,,,,
2308,AYAAF,AY,AA,F,,,,
2309,IXEYJH,IX,EY,JH,,,,
2310,AAIYV,AA,IY,V,,,,
2311,AAAXRB,AA,AXR,B,,,,
2312,UHOYCH,UH,OY,CH,,,,
2313,OWUWDX,OW,UW,DX,,,,
2314,AXREYZH,AXR,EY,ZH,,,,
2315,OYIXV,OY,IX,V,,,,
2316,AYEYR,AY,EY,R,,,,
2317,OWAXDH,OW,AX,DH,,,,
2318,AOUXQ,AO,UX,Q,,,,
2319,IYUHR,IY,UH,R,,,,
2320,AAOWSH,AA,OW,SH,,,,
2321,EYUHS,EY,UH,S,,,,
2322,UXIHV,UX,IH,V,,,,
2323,IYUXD,IY,UX,D,,,,
2324,UXAONG,UX,AO,NG,,,,
2325,OYUWM,OY,UW,M,,,,
2326,IXAXB,IX,AX,B,,,,
2327,UWAXRNG,UW,AXR,NG,,,,
2328,AWEHWH,AW,EH,WH,,,,
2329,UXAANX,UX,AA,NX,,,,
2330,AWAWP,AW,AW,P,,,,
2331,EYIXTH,EY,IX,TH,,,,
2332,IYEYR,IY,EY,R,,,,
2333,AXRUXW,AXR,UX,W,,,,
2334,OYUXF,OY,UX,F,,,,
2335,IXAEM,IX,AE,M,,,,
2336,AHAAWH,AH,AA,WH,,,,
2337,IHAWSH,IH,AW,SH,,,,
2338,UWEHL,UW,EH,L,,,,
2339,IHIXG,IH,IX,G,,,,
2340,AXAAJH,AX,AA,JH,,,,
2341,IYAHD,IY,AH,D,,,,
2342,AEIHQ,AE,IH,Q,,,,
2343,AXRIXJH,AXR,IX,JH,,,,
2344,UXERHH,UX,ER,HH,,,,
2345,IYIHZH,IY,IH,ZH,,,,
2346,UXOWWH,UX,OW,WH,,,,
2347,UXOYZ,UX,OY,Z,,,,
2348,AXREYJH,AXR,EY,JH,,,,
2349,IXUXNX,IX,UX,NX,,,,
2350,AAOWDX,AA,OW,DX,,,,
2351,AOAXRHH,AO,AXR,HH,,,,
2352,IHAYZ,IH,AY,Z,,,,
2353,UXEHJH,UX,EH,JH,,,,
2354,IHAOV,IH,AO,V,,,,
2355,OWAWEN,OW,AW,EN,,,,
2356,OYAWDH,OY,AW,DH,,,,
2357,IYOYZ,IY,OY,Z,,,,
2358,IHIXZ,IH,IX,Z,,,,
2359,EYAECH,EY,AE,CH,,,,
2360,UHUHZ,UH,UH,Z,,,,
2361,UWAYWH,UW,AY,WH,,,,
2362,EYAOZH,EY,AO,ZH,,,,
2363,UHAAL,UH,AA,L,,,,
2364,OYIXL,OY,IX,L,,,,
2365,OWAEJH,OW,AE,JH,,,,
2366,UXUWL,UX,UW,L,,,,
2367,AEAYCH,AE,AY,CH,,,,
2368,AYEHQ,AY,EH,Q,,,,
2369,AXROYZH,AXR,OY,ZH,,,,
2370,UWAHM,UW,AH,M,,,,
2371,AAUXS,AA,UX,S,,,,
2372,AHAXZ,AH,AX,Z,,,,
2373,IHIHDH,IH,IH,DH,,,,
2374,IXEYNG,IX,EY,NG,,,,
2375,IYAWW,IY,AW,W,,,,
2376,ERIHNX,ER,IH,NX,,,,
2377,UWAHSH,UW,AH,SH,,,,
2378,UWEHTH,UW,EH,TH,,,,
2379,AWAXY,AW,AX,Y,,,,
2380,EHAWD,EH,AW,D,,,,
2381,EHEHWH,EH,EH,WH,,,,
2382,UXAXRZH,UX,AXR,ZH,,,,
2383,AEAEZ,AE,AE,Z,,,,
2384,IYIXM,IY,IX,M,,,,
2385,AHIYB,AH,IY,B,,,,
2386,OYUHDX,OY,UH,DX,,,,
2387,AHAAEN,AH,AA,EN,,,,
2388,UHAXWH,UH,AX,WH,,,,
2389,IXEYY,IX,EY,Y,,,,
2390,ERUXL,ER,UX,L,,,,
2391,AXRAETH,AXR,AE,TH,,,,
2392,UHIHD,UH,IH,D,,,,
2393,AXAWG,AX,AW,G,,,,
2394,AXEHZ,AX,EH,Z,,,,
2395,AYAEY,AY,AE,Y,,,,
2396,EYAXNG,EY,AX,NG,,,,
2397,UXIYZ,UX,IY,Z,,,,
2398,AWEYNG,AW,EY,NG,,,,
2399,UHAYZ,UH,AY,Z,,,,
2400,AAIHNG,AA,IH,NG,,,,
2401,AOAEDX,AO,AE,DX,,,,
2402,AAIHNX,AA,IH,NX,,,,
2403,IHAWV,IH,AW,V,,,,
2404,AXAEF,AX,AE,F,,,,
2405,UHAXRDX,UH,AXR,DX,,,,
2406,IXIXWH,IX,IX,WH,,,,
2407,AYIYN,AY,IY,N,,,,
2408,UWUHEL,UW,UH,EL,,,,
2409,UHOYM,UH,OY,M,,,,
2410,UHOYG,UH,OY,G,,,,
2411,AAAEEL,AA,AE,EL,,,,
2412,UWIHWH,UW,IH,WH,,,,
2413,EHOYG,EH,OY,G,,,,
2414,AAAEG,AA,AE,G,,,,
2415,AHAYV,AH,AY,V,,,,
2416,AYEYS,AY,EY,S,,,,
2417,UHUHK,UH,UH,K,,,,
2418,AAAWNG,AA,AW,NG,,,,
2419,OYOWEM,OY,OW,EM,,,,
2420,IHOYD,IH,OY,D,,,,
2421,OWAWCH,OW,AW,CH,,,,
2422,AEAXEM,AE,AX,EM,,,,
2423,AHEYEL,AH,EY,EL,,,,
2424,AAAAER,AA,AA,ER,,,,
2425,AXERUW,AX,ER,UW,,,,
2426,AXAHOW,AX,AH,OW,,,,
2427,IHERAY,IH,ER,AY,,,,
2428,AXAWOW,AX,AW,OW,,,,
2429,UWUWEH,UW,UW,EH,,,,
2430,OWIHIH,OW,IH,IH,,,,
2431,IHAXREY,IH,AXR,EY,,,,
2432,AHOWIX,AH,OW,IX,,,,
2433,EYOYAH,EY,OY,AH,,,,
2434,AHOWUH,AH,OW,UH,,,,
2435,AHIXER,AH,IX,ER,,,,
2436,AAIYOW,AA,IY,OW,,,,
2437,ERUWAH,ER,UW,AH,,,,
2438,AWAAOY,AW,AA,OY,,,,
2439,UWAEIX,UW,AE,IX,,,,
2440,AEIXAX,AE,IX,AX,,,,
2441,UHAXRIY,UH,AXR,IY,,,,
2442,UXAEEH,UX,AE,EH,,,,
2443,AXIYAE,AX,IY,AE,,,,
2444,AEIYAW,AE,IY,AW,,,,
2445,AWIYAW,AW,IY,AW,,,,
2446,IHAEUW,IH,AE,UW,,,,
2447,ERIHIX,ER,IH,IX,,,,
2448,AXAXRAH,AX,AXR,AH,,,,
2449,EYAWEY,EY,AW,EY,,,,
2450,UXAAEH,UX,AA,EH,,,,
2451,IYUHUH,IY,UH,UH,,,,
2452,IHIXOW,IH,IX,OW,,,,
2453,IXERAO,IX,ER,AO,,,,
2454,EYIXAH,EY,IX,AH,,,,
2455,OYERAE,OY,ER,AE,,,,
2456,AEAWAO,AE,AW,AO,,,,
2457,EHAAAE,EH,AA,AE,,,,
2458,OYAYAH,OY,AY,AH,,,,
2459,UXAAER,UX,AA,ER,,,,
2460,AOUWAA,AO,UW,AA,,,,
2461,OYOWAX,OY,OW,AX,,,,
2462,UHIXIY,UH,IX,IY,,,,
2463,AYAWUW,AY,AW,UW,,,,
2464,EHIYAE,EH,IY,AE,,,,
2465,UHUHUX,UH,UH,UX,,,,
2466,OWAOAO,OW,AO,AO,,,,
2467,AXAXAA,AX,AX,AA,,,,
2468,UHOWAY,UH,OW,AY,,,,
2469,IXOYAE,IX,OY,AE,,,,
2470,UHUXAH,UH,UX,AH,,,,
2471,IHAHUW,IH,AH,UW,,,,
2472,IXAEAE,IX,AE,AE,,,,
2473,UWAOAW,UW,AO,AW,,,,
2474,IXEYAY,IX,EY,AY,,,,
2475,AEERAY,AE,ER,AY,,,,
2476,AWIYAH,AW,IY,AH,,,,
2477,UWIHOY,UW,IH,OY,,,,
2478,AEAOUW,AE,AO,UW,,,,
2479,OWAXUW,OW,AX,UW,,,,
2480,AAEYOW,AA,EY,OW,,,,
2481,ERAYAE,ER,AY,AE,,,,
2482,AXRUWIH,AXR,UW,IH,,,,
2483,EHAXRUW,EH,AXR,UW,,,,
2484,UWEYUH,UW,EY,UH,,,,
2485,IHAWAY,IH,AW,AY,,,,
2486,AHAOIX,AH,AO,IX,,,,
2487,UWEYUW,UW,EY,UW,,,,
2488,EYAWAX,EY,AW,AX,,,,
2489,UWEYER,UW,EY,ER,,,,
2490,AYIXIY,AY,IX,IY,,,,
2491,AWUWAW,AW,UW,AW,,,,
2492,AWEYAX,AW,EY,AX,,,,
2493,AOAWUH,AO,AW,UH,,,,
2494,AHOWAA,AH,OW,AA,,,,
2495,IHAXAA,IH,AX,AA,,,,
2496,AYIYUW,AY,IY,UW,,,,
2497,AEAEAW,AE,AE,AW,,,,
2498,AHAEAO,AH,AE,AO,,,,
2499,UHUHUH,UH,UH,UH,,,,
2500,EYEHUH,EY,EH,UH,,,,
2501,AEIHAXR,AE,IH,AXR,,,,
2502,IYIXUX,IY,IX,UX,,,,
2503,AOERAE,AO,ER,AE,,,,
2504,AOUHAA,AO,UH,AA,,,,
2505,AOEYAXR,AO,EY,AXR,,,,
2506,UWOYER,UW,OY,ER,,,,
2507,AYEHOY,AY,EH,OY,,,,
2508,AEAOAY,AE,AO,AY,,,,
2509,AXAAEH,AX,AA,EH,,,,
2510,IXUWAXR,IX,UW,AXR,,,,
2511,IXIYUX,IX,IY,UX,,,,
2512,ERAXAO,ER,AX,AO,,,,
2513,OWEHAE,OW,EH,AE,,,,
2514,AWERAH,AW,ER,AH,,,,
2515,AWAOAE,AW,AO,AE,,,,
2516,UHAHUW,UH,AH,UW,,,,
2517,EYAAAE,EY,AA,AE,,,,
2518,AHIXIH,AH,IX,IH,,,,
2519,AXAHER,AX,AH,ER,,,,
2520,UWAEAE,UW,AE,AE,,,,
2521,AEEHEY,AE,EH,EY,,,,
2522,AOAEAW,AO,AE,AW,,,,
2523,AEAXAW,AE,AX,AW,,,,
2524,UHAWER,UH,AW,ER,,,,
2525,AXOWIX,AX,OW,IX,,,,
2526,OYEHUH,OY,EH,UH,,,,
2527,EHAXRAE,EH,AXR,AE,,,,
2528,AOIXUW,AO,IX,UW,,,,
2529,UWIHAY,UW,IH,AY,,,,
2530,EROWAA,ER,OW,AA,,,,
2531,IXAYAA,IX,AY,AA,,,,
2532,IYEHUH,IY,EH,UH,,,,
2533,EYUHER,EY,UH,ER,,,,
2534,IXAEEH,IX,AE,EH,,,,
2535,AAIYIX,AA,IY,IX,,,,
2536,OYUHIH,OY,UH,IH,,,,
2537,AXRIHUW,AXR,IH,UW,,,,
2538,EYAWEH,EY,AW,EH,,,,
2539,OYEREH,OY,ER,EH,,,,
2540,AOAOER,AO,AO,ER,,,,
2541,AEAHAA,AE,AH,AA,,,,
2542,AHIYIH,AH,IY,IH,,,,
2543,ERUWIY,ER,UW,IY,,,,
2544,AAIYEH,AA,IY,EH,,,,
2545,OYEHAX,OY,EH,AX,,,,
2546,OWAEOW,OW,AE,OW,,,,
2547,AXRIXIH,AXR,IX,IH,,,,
2548,IXIYAY,IX,IY,AY,,,,
2549,IYUHER,IY,UH,ER,,,,
2550,AAIYIH,AA,IY,IH,,,,
2551,AOIHOW,AO,IH,OW,,,,
2552,AXRAEEY,AXR,AE,EY,,,,
2553,AAIXAXR,AA,IX,AXR,,,,
2554,AWAEIH,AW,AE,IH,,,,
2555,IXAXRAE,IX,AXR,AE,,,,
2556,IYUXIH,IY,UX,IH,,,,
2557,IHOYEH,IH,OY,EH,,,,
2558,IXAWAX,IX,AW,AX,,,,
2559,AAAWEY,AA,AW,EY,,,,
2560,OWAEAO,OW,AE,AO,,,,
2561,AHEYOW,AH,EY,OW,,,,
2562,AAUHAA,AA,UH,AA,,,,
2563,EYAOEY,EY,AO,EY,,,,
2564,AYAEAY,AY,AE,AY,,,,
2565,AWAOAXR,AW,AO,AXR,,,,
2566,AHEYAO,AH,EY,AO,,,,
2567,AHAOEY,AH,AO,EY,,,,
2568,EYOWIX,EY,OW,IX,,,,
2569,AXOWAW,AX,OW,AW,,,,
2570,UHAHIX,UH,AH,IX,,,,
2571,AXAEOW,AX,AE,OW,,,,
2572,AEEHIH,AE,EH,IH,,,,
2573,AYAHAW,AY,AH,AW,,,,
2574,ERUXAH,ER,UX,AH,,,,
2575,ERAWUX,ER,AW,UX,,,,
2576,AOIXAH,AO,IX,AH,,,,
2577,EYOYIH,EY,OY,IH,,,,
2578,UHAOOW,UH,AO,OW,,,,
2579,IYEYAX,IY,EY,AX,,,,
2580,OYEYER,OY,EY,ER,,,,
2581,ERERAW,ER,ER,AW,,,,
2582,AYAXOY,AY,AX,OY,,,,
2583,AXRAHAX,AXR,AH,AX,,,,
2584,AHEYAXR,AH,EY,AXR,,,,
2585,IHIXUX,IH,IX,UX,,,,
2586,OWOYAE,OW,OY,AE,,,,
2587,EHAYOW,EH,AY,OW,,,,
2588,UWERUH,UW,ER,UH,,,,
2589,AXROYIH,AXR,OY,IH,,,,
2590,AXRAXRUX,AXR,AXR,UX,,,,
2591,IYAAIX,IY,AA,IX,,,,
2592,AHUHIX,AH,UH,IX,,,,
2593,AEAXOW,AE,AX,OW,,,,
2594,AXOWUW,AX,OW,UW,,,,
2595,UWEYAW,UW,EY,AW,,,,
2596,UHOWAW,UH,OW,AW,,,,
2597,OWAYAX,OW,AY,AX,,,,
2598,AEOWUH,AE,OW,UH,,,,
2599,AHAXOW,AH,AX,OW,,,,
2600,AXRAYEY,AXR,AY,EY,,,,
2601,EROWUW,ER,OW,UW,,,,
2602,AEUHOW,AE,UH,OW,,,,
2603,OWIXAE,OW,IX,AE,,,,
2604,AAAXEY,AA,AX,EY,,,,
2605,UWAEAW,UW,AE,AW,,,,
2606,AXAEEY,AX,AE,EY,,,,
2607,EROWOY,ER,OW,OY,,,,
2608,AEUXAE,AE,UX,AE,,,,
2609,OYAXER,OY,AX,ER,,,,
2610,AXRAXUH,AXR,AX,UH,,,,
2611,IXAXRER,IX,AXR,ER,,,,
2612,UHIXUX,UH,IX,UX,,,,
2613,IHAAAX,IH,AA,AX,,,,
2614,AEIXIX,AE,IX,IX,,,,
2615,UWAWAXR,UW,AW,AXR,,,,
2616,AXREYOW,AXR,EY,OW,,,,
2617,OYIHER,OY,IH,ER,,,,
